doc_id,source,category,file_path,file_name,status,priority,folder,pilot_status
msc_msc_msc_111_4_2_report_on_the_audit_process_for_the_combined_bki_rectification_and_the_fourth_gbs_maintena_secretariat_74eb795f,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-4-2 - Report on the audit process for the combined BKI Rectification and the Fourth GBS Maintena... (Secretariat).pdf,MSC 111-4-2 - Report on the audit process for the combined BKI Rectification and the Fourth GBS Maintena... (Secretariat).pdf,pending,3,MSC,pending
msc_msc_msc_111_4_3_establishment_of_a_gbs_working_group_at_msc_112_secretariat_46ea047b,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-4-3 - Establishment of a GBS Working Group at MSC 112 (Secretariat).pdf,MSC 111-4-3 - Establishment of a GBS Working Group at MSC 112 (Secretariat).pdf,pending,3,MSC,pending
msc_msc_msc_111_4_4_comments_on_document_msc_11142_iacs_89ced916,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-4-4 - Comments on document MSC 11142 (IACS).pdf,MSC 111-4-4 - Comments on document MSC 11142 (IACS).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_report_of_the_intersessional_mass_working_group_secretariat_5efdef3f,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5 - Report of the Intersessional MASS Working Group (Secretariat).pdf,MSC 111-5 - Report of the Intersessional MASS Working Group (Secretariat).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_1_gbs_review_of_part_3_of_the_draft_international_code_of_safety_for_maritimeautonomous_surf_secretariat_ecabbe95,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-1 - GBS review of part 3 of the draft international code of safety for maritimeautonomous surf... (Secretariat).pdf,MSC 111-5-1 - GBS review of part 3 of the draft international code of safety for maritimeautonomous surf... (Secretariat).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_10_proposal_for_a_strategic_approach_to_the_development_of_the_experience_building_phase_ebp_republic_of_korea_a8cd96dc,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-10 - Proposal for a strategic approach to the development of the Experience-Building Phase (EBP... (Republic of Korea).pdf,MSC 111-5-10 - Proposal for a strategic approach to the development of the Experience-Building Phase (EBP... (Republic of Korea).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_11_comments_for_consideration_in_the_finalization_of_the_mass_code_united_kingdom_fd515341,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-11 - Comments for consideration in the finalization of the MASS Code (United Kingdom).pdf,MSC 111-5-11 - Comments for consideration in the finalization of the MASS Code (United Kingdom).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_12_comments_for_consideration_in_the_finalization_of_the_mass_code_united_kingdom_9cd7ad41,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-12 - Comments for consideration in the finalization of the MASS Code (United Kingdom).pdf,MSC 111-5-12 - Comments for consideration in the finalization of the MASS Code (United Kingdom).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_13_proposal_for_the_development_of_a_framework_of_the_experience_building_phase_japan_ddb9d367,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-13 - Proposal for the development of a framework of the experience-building phase (Japan).pdf,MSC 111-5-13 - Proposal for the development of a framework of the experience-building phase (Japan).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_14_editorial_comments_on_proposals_in_document_msc_11156_iacs_0e3c7f86,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-14 - Editorial comments on proposals in document MSC 11156 (IACS).pdf,MSC 111-5-14 - Editorial comments on proposals in document MSC 11156 (IACS).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_15_comments_of_substance_on_document_msc_11156_iacs_0cc9d6eb,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-15 - Comments of substance on document MSC 11156 (IACS).pdf,MSC 111-5-15 - Comments of substance on document MSC 11156 (IACS).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_16_framework_and_methodology_for_the_experience_building_phase_ebp_for_the_mass_code_one_sea_ry_2f876e7e,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-16 - Framework and methodology for the experience-building phase (EBP)  for the MASS Code (One Sea ry).pdf,MSC 111-5-16 - Framework and methodology for the experience-building phase (EBP)  for the MASS Code (One Sea ry).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_17_comments_on_document_msc_11156_regarding_proposals_for_the_mass_and_roc_records_united_kingdom_cf07c345,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-17 - Comments on document MSC 11156 regarding proposals  for the MASS and ROC Records (United Kingdom).pdf,MSC 111-5-17 - Comments on document MSC 11156 regarding proposals  for the MASS and ROC Records (United Kingdom).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_18_comments_on_document_msc_11156_regarding_proposals_for_the_forms_of_certificates_for_mass_united_kingdom_7f944f32,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-18 - Comments on document MSC 11156 regarding proposals  for the forms of certificates for MASS (United Kingdom).pdf,MSC 111-5-18 - Comments on document MSC 11156 regarding proposals  for the forms of certificates for MASS (United Kingdom).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_2_editorial_revision_of_the_draft_mass_code_chair_and_the_secretariat_e5e4ade3,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-2 - Editorial revision of the draft MASS Code (Chair and the Secretariat).pdf,MSC 111-5-2 - Editorial revision of the draft MASS Code (Chair and the Secretariat).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_3_proposed_base_text_for_the_mass_working_group_secretariat_b447bf96,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-3 - Proposed base text for the MASS Working Group (Secretariat).pdf,MSC 111-5-3 - Proposed base text for the MASS Working Group (Secretariat).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_4_selected_topics_for_follow_up_and_consideration_during_the_experience_building_phase_secretariat_c52828c8,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-4 - Selected topics for follow-up and consideration during the Experience-Building Phase (Secretariat).pdf,MSC 111-5-4 - Selected topics for follow-up and consideration during the Experience-Building Phase (Secretariat).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_5_comments_for_consideration_in_the_finalization_of_the_mass_code_spain_united_arab_emirat_2889623c,MSC,GENERAL,"C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-5 - Comments for consideration in the finalization of the MASS Code (Spain, United Arab Emirat...).pdf","MSC 111-5-5 - Comments for consideration in the finalization of the MASS Code (Spain, United Arab Emirat...).pdf",pending,3,MSC,pending
msc_msc_msc_111_5_6_proposal_for_the_forms_of_certificates_for_mass_china_83b67669,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-6 - Proposal for the forms of certificates for MASS (China).pdf,MSC 111-5-6 - Proposal for the forms of certificates for MASS (China).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_7_development_of_the_experience_building_phase_norway_spain_united_ara_c516f74e,MSC,GENERAL,"C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-7 - Development of the experience-building phase (Norway, Spain, United Ara...).pdf","MSC 111-5-7 - Development of the experience-building phase (Norway, Spain, United Ara...).pdf",pending,3,MSC,pending
msc_msc_msc_111_5_8_outcomes_of_mass_developments_in_the_russian_federation_russian_federation_8e3f07cb,MSC,RULES,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-8 - Outcomes of MASS developments in the Russian Federation (Russian Federation).pdf,MSC 111-5-8 - Outcomes of MASS developments in the Russian Federation (Russian Federation).pdf,pending,3,MSC,pending
msc_msc_msc_111_5_9_amendments_to_the_non_mandatory_mass_code_russian_federation_7c38796a,MSC,RULES,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-5-9 - Amendments to the non-mandatory MASS Code (Russian Federation).pdf,MSC 111-5-9 - Amendments to the non-mandatory MASS Code (Russian Federation).pdf,pending,3,MSC,pending
msc_msc_msc_111_6_proposal_for_amendments_of_solas_regulation_ii_156_and_preamble_of_the_igf_code_republic_of_korea_and_sig_6908017d,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-6 - Proposal for amendments of SOLAS regulation II-156 and preamble of the IGF Code (Republic of Korea and SIG...).pdf,MSC 111-6 - Proposal for amendments of SOLAS regulation II-156 and preamble of the IGF Code (Republic of Korea and SIG...).pdf,pending,3,MSC,pending
msc_msc_msc_111_7_update_on_recent_developments_related_to_maritime_security_secretariat_9858195a,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-7 - Update on recent developments related to maritime security (Secretariat).pdf,MSC 111-7 - Update on recent developments related to maritime security (Secretariat).pdf,pending,3,MSC,pending
msc_msc_msc_111_7_1_review_of_the_international_ship_and_port_facility_security_isps_code_united_states_e9757c59,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-7-1 - Review of the International Ship and Port Facility Security (ISPS) Code (United States).pdf,MSC 111-7-1 - Review of the International Ship and Port Facility Security (ISPS) Code (United States).pdf,pending,3,MSC,pending
msc_msc_msc_111_8_developments_since_msc_110_secretariat_56b6480a,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-8 - Developments since MSC 110 (Secretariat).pdf,MSC 111-8 - Developments since MSC 110 (Secretariat).pdf,pending,3,MSC,pending
msc_msc_msc_111_inf_10_implication_analysis_on_draft_amendments_to_the_igc_code_panama_and_asef_c9f64c8d,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-INF.10 - Implication analysis on draft amendments to the IGC Code (Panama and ASEF).pdf,MSC 111-INF.10 - Implication analysis on draft amendments to the IGC Code (Panama and ASEF).pdf,pending,3,MSC,pending
msc_msc_msc_111_inf_11_status_report_addressing_gbs_audit_observations_common_to_iacs_members_iacs_8e18eaa2,MSC,GENERAL,C:/projects/MaritimeRAG/data/raw_pdfs/MSC/MSC 111-INF.11 - Status report addressing GBS audit observations common to IACS members (IACS).pdf,MSC 111-INF.11 - Status report addressing GBS audit observations common to IACS members (IACS).pdf,pending,3,MSC,pending
