doc_id,source,category,file_path,file_name,status,priority
dnv_dnv_class_2026_04_dnv_cp_0421_9415ec8e,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0421.pdf,DNV-CP-0421.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0505_00c74c54,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0505.pdf,DNV-CP-0505.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0588_16c51a86,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0588.pdf,DNV-CG-0588.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0089_93eadf67,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0089.pdf,DNV-CP-0089.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0635_19e46530,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0635.pdf,DNV-CP-0635.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0173_1ddd81a6,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0173.pdf,DNV-CP-0173.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0338_86c6790c,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0338.pdf,DNV-CP-0338.pdf,pending,3
mepc_mepc_mepc_84_4_1_findings_from_a_study_to_evaluate_the_performance_of_ballast_water_management_systems_to_r_australia_f7053bee,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-4-1 - Findings from a study to evaluate the performance of ballast water management systems to r... (Australia).pdf,MEPC 84-4-1 - Findings from a study to evaluate the performance of ballast water management systems to r... (Australia).pdf,pending,3
mepc_mepc_mepc_84_inf_27_identification_of_a_pssa_on_the_arabian_sea_coast_of_oman_to_minimize_ship_strikes_to_ceta_oman_9e5a7290,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-INF.27 - Identification of a PSSA on the Arabian Sea coast of Oman to minimize ship strikes to ceta... (Oman).pdf,MEPC 84-INF.27 - Identification of a PSSA on the Arabian Sea coast of Oman to minimize ship strikes to ceta... (Oman).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0121_f105222f,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0121.pdf,DNV-CG-0121.pdf,pending,3
msc_msc_msc_111_5_6_proposal_for_the_forms_of_certificates_for_mass_china_83b67669,MSC,GENERAL,data/raw_pdfs/MSC/MSC 111-5-6 - Proposal for the forms of certificates for MASS (China).pdf,MSC 111-5-6 - Proposal for the forms of certificates for MASS (China).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0147_ae8bbb45,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0147.pdf,DNV-CP-0147.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0184_7678b9b2,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0184.pdf,DNV-CP-0184.pdf,pending,3
mepc_mepc_mepc_84_6_4_draft_amendments_to_resolution_mepc_395_82_and_development_of_a_tool_to_increase_the_accu_brazil_chile_indonesia_dbfc328a,MEPC,GENERAL,"data/raw_pdfs/MEPC/MEPC 84-6-4 - Draft amendments to resolution MEPC.395(82) and development of a tool to increase the accu... (Brazil, Chile, Indonesia...).pdf","MEPC 84-6-4 - Draft amendments to resolution MEPC.395(82) and development of a tool to increase the accu... (Brazil, Chile, Indonesia...).pdf",pending,3
dnv_dnv_class_2026_04_dnv_cg_0662_afcc3e58,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0662.pdf,DNV-CG-0662.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0351_75059d4f,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0351.pdf,DNV-CP-0351.pdf,pending,3
msc_msc_msc_111_19_5_proposal_of_a_new_output_for_the_development_of_non_mandatory_safety_guidelines_for_non_se_russian_federation_a1a05a7f,MSC,RULES,data/raw_pdfs/MSC/MSC 111-19-5 - Proposal of a new output for the development of non-mandatory safety guidelines for non-se... (Russian Federation).pdf,MSC 111-19-5 - Proposal of a new output for the development of non-mandatory safety guidelines for non-se... (Russian Federation).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0347_422b9bac,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0347.pdf,DNV-CP-0347.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0183_beeaaa03,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0183.pdf,DNV-CP-0183.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0203_b65ed07a,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0203.pdf,DNV-CP-0203.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0565_c44acd65,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0565.pdf,DNV-CG-0565.pdf,pending,3
kr_kr_rules_2023_159adeec,KR,GENERAL,data/raw_pdfs/KR Rules/해상 기자재 사이버보안 적합성 인증 지침_2023.pdf,해상 기자재 사이버보안 적합성 인증 지침_2023.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0569_8cf8baff,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0569.pdf,DNV-CP-0569.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0244_286a8061,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0244.pdf,DNV-CP-0244.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0083_c879cec1,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0083.pdf,DNV-CP-0083.pdf,pending,3
mepc_mepc_mepc_84_4_8_information_about_validation_of_doc_additives_for_representative_challenge_water_in_land_b_norway_86ff8861,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-4-8 - Information about validation of DOC additives for representative challenge water in land‑b... (Norway).pdf,MEPC 84-4-8 - Information about validation of DOC additives for representative challenge water in land‑b... (Norway).pdf,pending,3
mepc_mepc_mepc_84_7_8_well_to_tank_and_tank_to_wake_proposed_default_ghg_emission_factors_for_biodiesel_fatty_a_brazil_fc26217a,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-7-8 - Well-to-tank and tank-to-wake proposed default GHG emission factors for biodiesel (fatty a... (Brazil).pdf,MEPC 84-7-8 - Well-to-tank and tank-to-wake proposed default GHG emission factors for biodiesel (fatty a... (Brazil).pdf,pending,3
msc_msc_msc_111_5_7_development_of_the_experience_building_phase_norway_spain_united_ara_c516f74e,MSC,GENERAL,"data/raw_pdfs/MSC/MSC 111-5-7 - Development of the experience-building phase (Norway, Spain, United Ara...).pdf","MSC 111-5-7 - Development of the experience-building phase (Norway, Spain, United Ara...).pdf",pending,3
msc_msc_msc_111_inf_5_update_on_the_progress_report_of_the_regional_cooperation_agreement_on_combating_piracy_an_recaap_isc_6f14550a,MSC,GENERAL,data/raw_pdfs/MSC/MSC 111-INF.5 - Update on the progress report of the Regional Cooperation Agreement on Combating Piracy an... (ReCAAP ISC).pdf,MSC 111-INF.5 - Update on the progress report of the Regional Cooperation Agreement on Combating Piracy an... (ReCAAP ISC).pdf,pending,3
msc_msc_msc_111_19_2_proposal_for_a_new_output_for_enhancing_testing_standards_for_life_saving_equipment_brazil_d069937f,MSC,STANDARD,data/raw_pdfs/MSC/MSC 111-19-2 - Proposal for a new output for enhancing testing standards for life-saving equipment (Brazil).pdf,MSC 111-19-2 - Proposal for a new output for enhancing testing standards for life-saving equipment (Brazil).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0608_c09be872,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0608.pdf,DNV-CG-0608.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0556_424d92d4,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0556.pdf,DNV-CG-0556.pdf,pending,3
mepc_mepc_mepc_84_6_23_proposed_amendment_to_the_requirements_for_measurement_instruments_used_in_test_bed_and_on_euromot_f743723a,MEPC,RULES,data/raw_pdfs/MEPC/MEPC 84-6-23 - Proposed amendment to the requirements for measurement instruments used in test‑bed and on... (EUROMOT).pdf,MEPC 84-6-23 - Proposed amendment to the requirements for measurement instruments used in test‑bed and on... (EUROMOT).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0405_ac044e9a,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0405.pdf,DNV-CP-0405.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0246_8a3954c1,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0246.pdf,DNV-CP-0246.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0483_7056201c,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0483.pdf,DNV-CP-0483.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0346_850b84b3,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0346.pdf,DNV-CP-0346.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0252_a6845b7a,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0252.pdf,DNV-CP-0252.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0256_269d83e9,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0256.pdf,DNV-CP-0256.pdf,pending,3
mepc_mepc_mepc_84_inf_8_a_case_of_capture_transportation_storage_and_mineralization_for_onboard_co_capture_china_72aa47a9,MEPC,GENERAL,"data/raw_pdfs/MEPC/MEPC 84-INF.8 - A case of capture, transportation, storage and mineralization for onboard CO₂ capture (China).pdf","MEPC 84-INF.8 - A case of capture, transportation, storage and mineralization for onboard CO₂ capture (China).pdf",pending,3
mepc_mepc_mepc_84_7_10_well_to_tank_and_tank_to_wake_proposed_default_ghg_emission_factors_for_biodiesel_fatty_a_brazil_e3844c1b,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-7-10 - Well-to-tank and tank-to-wake proposed default GHG emission factors for biodiesel (fatty a... (Brazil).pdf,MEPC 84-7-10 - Well-to-tank and tank-to-wake proposed default GHG emission factors for biodiesel (fatty a... (Brazil).pdf,pending,3
msc_msc_msc_111_13_1_list_of_competent_persons_to_be_maintained_by_the_secretary_generalpursuant_to_section_a_i_secretariat_6de3cd49,MSC,GENERAL,data/raw_pdfs/MSC/MSC 111-13-1 - List of competent persons to be maintained by the Secretary-Generalpursuant to section A-I... (Secretariat).pdf,MSC 111-13-1 - List of competent persons to be maintained by the Secretary-Generalpursuant to section A-I... (Secretariat).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0231_c65ad046,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0231.pdf,DNV-CP-0231.pdf,pending,3
mepc_mepc_mepc_84_7_49_comments_on_document_mepc84714_japan_dbf139c0,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-7-49 - Comments on document MEPC84714 (Japan).pdf,MEPC 84-7-49 - Comments on document MEPC84714 (Japan).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0042_7cce5202,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0042.pdf,DNV-CG-0042.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0247_4f719322,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0247.pdf,DNV-CP-0247.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0081_6e0883e5,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0081.pdf,DNV-CP-0081.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0553_3cd4f8bf,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0553.pdf,DNV-CP-0553.pdf,pending,3
mepc_mepc_mepc_84_inf_28_disinfection_by_products_a_review_of_the_current_information_and_further_data_on_measureme_australia_canada_and_den_90133f4e,MEPC,GENERAL,"data/raw_pdfs/MEPC/MEPC 84-INF.28 - Disinfection by-products a review of the current information and further data on measureme... (Australia, Canada and Den...).pdf","MEPC 84-INF.28 - Disinfection by-products a review of the current information and further data on measureme... (Australia, Canada and Den...).pdf",pending,3
mepc_mepc_mepc_84_7_17_well_to_wake_proposed_default_ghg_emission_factors_for_the_onboard_productionof_blue_hydro_t_rkiye_88b45346,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-7-17 - Well-to-wake proposed default GHG emission factors for the onboard productionof blue hydro... (Türkiye).pdf,MEPC 84-7-17 - Well-to-wake proposed default GHG emission factors for the onboard productionof blue hydro... (Türkiye).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0667_3ade4784,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0667.pdf,DNV-CG-0667.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0647_5fc46d00,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0647.pdf,DNV-CG-0647.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0249_e831135f,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0249.pdf,DNV-CP-0249.pdf,pending,3
mepc_mepc_mepc_84_7_5_well_to_tank_proposed_default_ghg_emission_factors_for_renewable_diesel_hvo_submission_finland_7c992474,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-7-5 - Well-to-tank proposed default GHG emission factors for  renewable diesel (HVO) submission... (Finland).pdf,MEPC 84-7-5 - Well-to-tank proposed default GHG emission factors for  renewable diesel (HVO) submission... (Finland).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0663_091134b1,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0663.pdf,DNV-CP-0663.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0632_dbe7a0df,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0632.pdf,DNV-CP-0632.pdf,pending,3
mepc_mepc_mepc_84_12_3_associated_protective_measures_for_the_reserva_nacional_dorsal_de_nasca_nasca_ridge_natio_peru_6906bdae,MEPC,RULES,data/raw_pdfs/MEPC/MEPC 84-12-3 - Associated Protective Measures for the Reserva Nacional Dorsal de Nasca (Nasca Ridge Natio... (Peru).pdf,MEPC 84-12-3 - Associated Protective Measures for the Reserva Nacional Dorsal de Nasca (Nasca Ridge Natio... (Peru).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0672_5ba771fa,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0672.pdf,DNV-CG-0672.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0625_9bf332ec,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0625.pdf,DNV-CP-0625.pdf,pending,3
mepc_mepc_mepc_84_6_9_correction_method_for_the_effective_propulsive_power_matrix_of_wind_assisted_propulsion_sy_china_f2a93eb7,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-6-9 - Correction method for the effective propulsive power matrix of wind-assisted propulsion sy... (China).pdf,MEPC 84-6-9 - Correction method for the effective propulsive power matrix of wind-assisted propulsion sy... (China).pdf,pending,3
mepc_mepc_mepc_84_6_16_consideration_of_options_for_new_cii_metrics_through_the_use_of_the_imo_dcs_and_gfi_data_republic_of_korea_ea8b7ed3,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-6-16 - Consideration of options for new CII metrics through the use of the IMO DCS and GFI data (Republic of Korea).pdf,MEPC 84-6-16 - Consideration of options for new CII metrics through the use of the IMO DCS and GFI data (Republic of Korea).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0209_ee177956,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0209.pdf,DNV-CP-0209.pdf,pending,3
mepc_mepc_mepc_84_7_7_well_to_tank_and_tank_to_wake_proposed_default_ghg_emission_factors_for_biodiesel_fatty_a_brazil_ba172f6f,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-7-7 - Well-to-tank and tank-to-wake proposed default GHG emission factors for biodiesel (fatty a... (Brazil).pdf,MEPC 84-7-7 - Well-to-tank and tank-to-wake proposed default GHG emission factors for biodiesel (fatty a... (Brazil).pdf,pending,3
mepc_mepc_mepc_84_7_12_well_to_tank_proposed_default_ghg_emission_factors_for_fossil_lng_liquefied_biomethane_an_denmark_dbc4e0df,MEPC,GENERAL,"data/raw_pdfs/MEPC/MEPC 84-7-12 - Well-to-tank proposed default GHG emission factors for fossil LNG, liquefied biomethane an... (Denmark).pdf","MEPC 84-7-12 - Well-to-tank proposed default GHG emission factors for fossil LNG, liquefied biomethane an... (Denmark).pdf",pending,3
dnv_dnv_class_2026_04_dnv_cp_0237_dd1815ce,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0237.pdf,DNV-CP-0237.pdf,pending,3
msc_msc_msc_111_19_1_proposal_for_a_new_output_to_amend_paragraph_3_5_4_andtable_19_1_of_solas_regulation_ii_21_united_kingdom_and_iacs_ae9c146c,MSC,GENERAL,data/raw_pdfs/MSC/MSC 111-19-1 - Proposal for a new output to amend paragraph 3.5.4 andtable 19.1 of SOLAS regulation II-21... (United Kingdom and IACS).pdf,MSC 111-19-1 - Proposal for a new output to amend paragraph 3.5.4 andtable 19.1 of SOLAS regulation II-21... (United Kingdom and IACS).pdf,pending,3
msc_msc_msc_111_5_18_comments_on_document_msc_11156_regarding_proposals_for_the_forms_of_certificates_for_mass_united_kingdom_7f944f32,MSC,GENERAL,data/raw_pdfs/MSC/MSC 111-5-18 - Comments on document MSC 11156 regarding proposals  for the forms of certificates for MASS (United Kingdom).pdf,MSC 111-5-18 - Comments on document MSC 11156 regarding proposals  for the forms of certificates for MASS (United Kingdom).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0109_b17263c4,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0109.pdf,DNV-CP-0109.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0053_5960c69a,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0053.pdf,DNV-CG-0053.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0155_c0951e20,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0155.pdf,DNV-CG-0155.pdf,pending,3
kr_kr_rules_2025_44d41c4a,KR,GENERAL,data/raw_pdfs/KR Rules/전문공급자 승인 지침_2025.pdf,전문공급자 승인 지침_2025.pdf,pending,3
kr_kr_rules_osv_2024_006eaf1b,KR,GENERAL,data/raw_pdfs/KR Rules/해상작업지원선(OSV) 지침_2024.pdf,해상작업지원선(OSV) 지침_2024.pdf,pending,3
kr_kr_rules_2017_66c671e3,KR,GENERAL,data/raw_pdfs/KR Rules/일점계류장치 지침_2017.pdf,일점계류장치 지침_2017.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0169_46751096,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0169.pdf,DNV-CG-0169.pdf,pending,3
mepc_mepc_mepc_84_7_9_well_to_tank_and_tank_to_wake_proposed_default_ghg_emission_factors_for_biodiesel_fatty_a_brazil_36d29cd9,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-7-9 - Well-to-tank and tank-to-wake proposed default GHG emission factors for biodiesel (fatty a... (Brazil).pdf,MEPC 84-7-9 - Well-to-tank and tank-to-wake proposed default GHG emission factors for biodiesel (fatty a... (Brazil).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0267_841d2794,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0267.pdf,DNV-CP-0267.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0157_fe7b5d5c,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0157.pdf,DNV-CG-0157.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0058_314b37e4,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0058.pdf,DNV-CG-0058.pdf,pending,3
mepc_mepc_mepc_84_inf_31_study_on_the_use_of_direct_co2_emissions_measurement_for_co2_emissions_reporting_clia_e3d35c0d,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-INF.31 - Study on the use of direct CO2 emissions measurement for CO2 emissions reporting (CLIA).pdf,MEPC 84-INF.31 - Study on the use of direct CO2 emissions measurement for CO2 emissions reporting (CLIA).pdf,pending,3
kr_kr_rules_2015_784e757a,KR,GENERAL,data/raw_pdfs/KR Rules/위험도기반 선박설계 승인지침_2015.pdf,위험도기반 선박설계 승인지침_2015.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0139_96295a89,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0139.pdf,DNV-CP-0139.pdf,pending,3
mepc_mepc_mepc_84_6_1_report_of_fuel_oil_consumption_data_submitted_to_the_imo_ship_fuel_oil_consumption_databas_secretariat_91c27328,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-6-1 - Report of fuel oil consumption data submitted to the IMO Ship Fuel Oil Consumption Databas... (Secretariat).pdf,MEPC 84-6-1 - Report of fuel oil consumption data submitted to the IMO Ship Fuel Oil Consumption Databas... (Secretariat).pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0641_2e31d6a1,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0641.pdf,DNV-CP-0641.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0108_6f34d251,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0108.pdf,DNV-CP-0108.pdf,pending,3
msc_msc_msc_111_inf_2_goal_based_ship_construction_standards_outcome_of_the_third_gbs_workshop_secretariat_ecc70f13,MSC,RULES,data/raw_pdfs/MSC/MSC 111-INF.2 - Goal-based ship construction standards - Outcome of the third GBS Workshop (Secretariat).pdf,MSC 111-INF.2 - Goal-based ship construction standards - Outcome of the third GBS Workshop (Secretariat).pdf,pending,3
kr_kr_rules_2024_a7fb66d7,KR,GENERAL,data/raw_pdfs/KR Rules/휘핑을 고려한 컨테이너선의 강도평가 지침_2024.pdf,휘핑을 고려한 컨테이너선의 강도평가 지침_2024.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0337_d8b629b8,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0337.pdf,DNV-CP-0337.pdf,pending,3
dnv_dnv_class_2026_04_dnv_si_0167_3fea1121,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-SI-0167.pdf,DNV-SI-0167.pdf,pending,3
msc_msc_msc_111_19_3_proposal_for_a_new_output_to_amend_the_recommendations_on_the_safe_use_of_pesticides_in_sh_argentina_bahamas_finla_ca4c37ae,MSC,GENERAL,"data/raw_pdfs/MSC/MSC 111-19-3 - Proposal for a new output to amend the Recommendations on the safe use of pesticides in sh... (Argentina, Bahamas, Finla...).pdf","MSC 111-19-3 - Proposal for a new output to amend the Recommendations on the safe use of pesticides in sh... (Argentina, Bahamas, Finla...).pdf",pending,3
dnv_dnv_class_2026_04_dnv_cg_0287_03b17d31,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0287.pdf,DNV-CG-0287.pdf,pending,3
mepc_mepc_mepc_84_7_14_report_of_the_twentieth_meeting_of_the_intersessional_working_group_on_reduction_of_ghg_em_secretariat_99627943,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-7-14 - Report of the twentieth meeting of the Intersessional Working Group on Reduction of GHG Em... (Secretariat).pdf,MEPC 84-7-14 - Report of the twentieth meeting of the Intersessional Working Group on Reduction of GHG Em... (Secretariat).pdf,pending,3
kr_kr_rules_2021_2b682b73,KR,GENERAL,data/raw_pdfs/KR Rules/액화가스 산적운반선-연료추진선 열전달 해석 지침_2021.pdf,액화가스 산적운반선-연료추진선 열전달 해석 지침_2021.pdf,pending,3
msc_msc_msc_111_5_17_comments_on_document_msc_11156_regarding_proposals_for_the_mass_and_roc_records_united_kingdom_cf07c345,MSC,GENERAL,data/raw_pdfs/MSC/MSC 111-5-17 - Comments on document MSC 11156 regarding proposals  for the MASS and ROC Records (United Kingdom).pdf,MSC 111-5-17 - Comments on document MSC 11156 regarding proposals  for the MASS and ROC Records (United Kingdom).pdf,pending,3
msc_msc_msc_111_14_1_consolidated_draft_amendments_to_the_igc_code_secretariat_c9936018,MSC,GENERAL,data/raw_pdfs/MSC/MSC 111-14-1 - Consolidated draft amendments to the IGC Code (Secretariat).pdf,MSC 111-14-1 - Consolidated draft amendments to the IGC Code (Secretariat).pdf,pending,3
mepc_mepc_mepc_84_inf_11_well_to_tank_tank_to_wake_and_well_to_wake_proposed_default_ghg_emission_factors_for_fatt_indonesia_eb488f8a,MEPC,GENERAL,"data/raw_pdfs/MEPC/MEPC 84-INF.11 - Well-to-tank, tank-to-wake and well-to-wake proposed default GHG emission factors for fatt... (Indonesia).pdf","MEPC 84-INF.11 - Well-to-tank, tank-to-wake and well-to-wake proposed default GHG emission factors for fatt... (Indonesia).pdf",pending,3
lr_notice_no_1_2025,LR,RULES,"data/raw_pdfs/LR Rules/Notice No.1 Rules and Regulations for the Classification of Ships, July 2025.pdf","Notice No.1 Rules and Regulations for the Classification of Ships, July 2025.pdf",pending,3
kr_kr_rules_wig_2019_0bbbbcfd,KR,GENERAL,data/raw_pdfs/KR Rules/WIG선 기준_2019.pdf,WIG선 기준_2019.pdf,pending,3
kr_kr_rules_2025_83dcb7d6,KR,GENERAL,data/raw_pdfs/KR Rules/자율운항선박 지침_2025.pdf,자율운항선박 지침_2025.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cg_0040_96652173,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CG-0040.pdf,DNV-CG-0040.pdf,pending,3
kr_kr_rules_cng_2011_64616c6c,KR,GENERAL,data/raw_pdfs/KR Rules/CNG 산적운반선 지침_2011.pdf,CNG 산적운반선 지침_2011.pdf,pending,3
dnv_dnv_class_2026_04_dnv_cp_0507_e68f0e11,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-CP-0507.pdf,DNV-CP-0507.pdf,pending,3
mepc_mepc_mepc_84_inf_30_information_on_the_testing_scope_and_assessment_of_major_modifications_to_ballast_water_ma_republic_of_korea_ea895ceb,MEPC,GENERAL,data/raw_pdfs/MEPC/MEPC 84-INF.30 - Information on the testing scope and assessment of major modifications to ballast water ma... (Republic of Korea).pdf,MEPC 84-INF.30 - Information on the testing scope and assessment of major modifications to ballast water ma... (Republic of Korea).pdf,pending,3
dnv_dnv_class_2026_04_dnv_ru_yacht_pt8_7c9b3ed7,DNV,RULES,data/raw_pdfs/dnv-class_2026-04/DNV-RU-YACHT-Pt8.pdf,DNV-RU-YACHT-Pt8.pdf,pending,3
dnv_dnv_class_2026_04_dnv_os_e303_c1b9265b,DNV,GENERAL,data/raw_pdfs/dnv-class_2026-04/DNV-OS-E303.pdf,DNV-OS-E303.pdf,pending,3
kr_kr_rules_2025_96343603,KR,GENERAL,data/raw_pdfs/KR Rules/선박의 환경보호 설비에 관한 지침_2025.pdf,선박의 환경보호 설비에 관한 지침_2025.pdf,pending,3
kr_kr_rules_2023_6ac72586,KR,GENERAL,data/raw_pdfs/KR Rules/고정식 해양구조물 규칙_2023.pdf,고정식 해양구조물 규칙_2023.pdf,pending,3
